indicador;nivel_territorial;abertura_territorial;var_de_abertura1;categoria_de_abertura1;var_de_abertura2;categoria_de_abertura2;maio;junho;maio_para_junho;julho;junho_para_julho;agosto;julho_para_agosto;setembro;agosto_para_setembro;outubro;setembro_para_outubro;novembro;outubro_para_novembro
Pessoas ocupadas e afastadas do trabalho que tinham devido ao distanciamento social (mil pessoas);Grande Região;Norte;Grupamentos de atividade;"Comércio; reparação de veículos automotores e motocicletas";-;-;216,6349036;144,4500562;Queda;61,93522736;Queda;35,10273602;Queda;24,76692176;Queda;18,19503086;Estável;12,62296899;Estável
Pessoas ocupadas e afastadas do trabalho que tinham devido ao distanciamento social (mil pessoas);Grande Região;Norte;Grupamentos de atividade;Transporte, armazenagem e correio;-;-;71,26244673;55,53518596;Queda;37,07057926;Queda;21,36033141;Queda;8,515472167;Queda;6,183423446;Estável;5,990815896;Estável
Pessoas ocupadas e afastadas do trabalho que tinham devido ao distanciamento social (mil pessoas);Grande Região;Norte;Grupamentos de atividade;Alojamento e alimentação;-;-;125,9640461;97,87191186;Queda;46,53709273;Queda;27,57241372;Queda;21,89499861;Estável;11,02797423;Estável;13,44176842;Estável
Pessoas ocupadas e afastadas do trabalho que tinham devido ao distanciamento social (mil pessoas);Grande Região;Norte;Grupamentos de atividade;Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas;-;-;64,52579422;45,76123832;Queda;29,14157047;Queda;13,88250556;Queda;11,32650752;Estável;9,782774702;Estável;6,648422624;Queda
Pessoas ocupadas e afastadas do trabalho que tinham devido ao distanciamento social (mil pessoas);Grande Região;Norte;Grupamentos de atividade;Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais;-;-;427,7909085;351,1314161;Queda;276,9035065;Queda;205,4201254;Queda;169,0932244;Queda;133,1444798;Queda;113,9461852;Queda
Pessoas ocupadas e afastadas do trabalho que tinham devido ao distanciamento social (mil pessoas);Grande Região;Norte;Grupamentos de atividade;Serviços domésticos;-;-;102,2637688;68,54271282;Queda;33,858647;Queda;19,13954414;Queda;11,40559826;Queda;7,068578187;Estável;6,42084043;Estável
Pessoas ocupadas e afastadas do trabalho que tinham devido ao distanciamento social (mil pessoas);Grande Região;Norte;Grupamentos de atividade;Outros serviços;-;-;81,07254162;59,83322879;Queda;25,25285188;Queda;11,71314603;Queda;8,452457888;Estável;10,8504558;Estável;9,633635789;Estável
Pessoas ocupadas e afastadas do trabalho que tinham devido ao distanciamento social (mil pessoas);Grande Região;Norte;Grupamentos de atividade;Outras atividades;-;-;153,2992902;110,0178726;Queda;46,82776363;Queda;25,43554974;Queda;19,76701779;Estável;15,42826091;Estável;11,93388828;Estável
CV - Pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Total;-;-;2,715678695;2,935306919;-;3,730372886;-;4,327719853;-;4,831531324;-;5,673989374;-;7,130492803;-
CV - Pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Agricultura, pecuária, produção florestal, pesca e aquicultura;-;-;13,21354439;13,65962504;-;15,77642521;-;17,67596994;-;22,44785468;-;38,71252021;-;37,67523646;-
CV - Pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Indústria geral;-;-;13,66800823;11,98746434;-;21,19974975;-;20,59769934;-;27,21059617;-;30,83930122;-;28,85047612;-
CV - Pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Indústrias de transformação;-;-;12,80481114;14,30712046;-;22,66176997;-;25,18090626;-;36,2695225;-;40,43012027;-;38,10951285;-
CV - Pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Construção;-;-;10,32946973;11,57997232;-;13,45030795;-;21,30936475;-;21,53408731;-;37,01942439;-;40,35551831;-
CV - Pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;"Comércio; reparação de veículos automotores e motocicletas";-;-;6,761625012;6,996675065;-;10,77050267;-;13,68697894;-;15,86190163;-;17,33337273;-;21,37641902;-
CV - Pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Transporte, armazenagem e correio;-;-;10,50841719;11,33799591;-;16,62592904;-;22,29694726;-;26,72646738;-;32,13211877;-;33,81639195;-
CV - Pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Alojamento e alimentação;-;-;9,1242362;9,705539147;-;13,72209553;-;19,1514759;-;27,44777356;-;23,89485251;-;27,20172248;-
CV - Pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas;-;-;10,69021398;10,96592474;-;15,45862458;-;17,55558488;-;22,55252481;-;21,50343337;-;24,7211601;-
CV - Pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais;-;-;4,734206208;4,757607926;-;5,538326985;-;6,257274578;-;6,165516545;-;7,371975799;-;7,476747704;-
CV - Pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Serviços domésticos;-;-;8,804911581;9,447490181;-;14,20175939;-;19,37226379;-;22,45209543;-;25,73504908;-;29,04830774;-
CV - Pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Outros serviços;-;-;9,805112508;10,88815801;-;16,83220743;-;25,50824779;-;27,15443019;-;31,10994451;-;47,71886514;-
CV - Pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Outras atividades;-;-;8,629899254;11,86555376;-;12,6118391;-;15,15570948;-;17,4890922;-;21,19015027;-;20,96160041;-
Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Total;-;-;100;100;Estável;100;Estável;100;Estável;100;Estável;100;Estável;100;Estável
Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Agricultura, pecuária, produção florestal, pesca e aquicultura;-;-;6,699293318;6,490578797;Estável;8,64268938;Aumento;6,116254814;Queda;3,499545463;Queda;3,557726658;Estável;2,578277876;Estável
Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Indústria geral;-;-;4,478004885;4,116383036;Estável;3,318661439;Estável;3,772481573;Estável;2,423044323;Queda;3,255257829;Estável;3,34851692;Estável
Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Indústrias de transformação;-;-;2,918986674;2,939902631;Estável;2,129454152;Estável;2,820919003;Estável;1,515096617;Queda;1,493801643;Estável;1,999652998;Estável
Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Construção;-;-;5,240300106;4,470252405;Estável;4,545182395;Estável;3,846979444;Estável;3,095194682;Estável;3,302037529;Estável;3,709884351;Estável
Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;"Comércio; reparação de veículos automotores e motocicletas";-;-;14,56925164;13,14599476;Estável;9,2752183;Queda;8,4201627;Estável;8,187382512;Estável;7,726060057;Estável;6,314563257;Estável
Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Transporte, armazenagem e correio;-;-;4,792581905;5,054101625;Estável;5,551569436;Estável;5,123744932;Estável;2,815021931;Queda;2,625634508;Estável;2,996869118;Estável
Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Alojamento e alimentação;-;-;8,471404443;8,907048391;Estável;6,969243718;Queda;6,613849399;Estável;7,237989865;Estável;4,682750572;Estável;6,724162683;Estável
Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas;-;-;4,339524784;4,164602044;Estável;4,364146856;Estável;3,330024059;Estável;3,744286451;Estável;4,154008062;Estável;3,325832874;Estável
Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais;-;-;28,77003332;31,95548606;Aumento;41,46816893;Aumento;49,27453167;Aumento;55,8983842;Aumento;56,53643871;Estável;57,00088426;Estável
Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Serviços domésticos;-;-;6,877500149;6,237880188;Estável;5,070560902;Estável;4,591040299;Estável;3,770432055;Estável;3,001493101;Estável;3,211986269;Estável
Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Outros serviços;-;-;5,45233589;5,445254456;Estável;3,781785002;Queda;2,809655499;Estável;2,794190839;Estável;4,607371858;Estável;4,819167555;Estável
Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Outras atividades;-;-;10,30976956;10,01241824;Estável;7,012773646;Queda;6,10127561;Estável;6,534527679;Estável;6,551221115;Estável;5,969854838;Estável
CV - Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Total;-;-;0;0;-;0;-;0;-;0;-;0;-;0;-
CV - Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Agricultura, pecuária, produção florestal, pesca e aquicultura;-;-;12,64336171;12,91150988;-;14,7077636;-;16,76889898;-;21,61421568;-;37,77397646;-;37,35366901;-
CV - Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Indústria geral;-;-;13,26767793;11,65061555;-;20,77550057;-;20,24527446;-;26,95812187;-;30,25848938;-;28,37280784;-
CV - Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Indústrias de transformação;-;-;12,63322925;13,95045202;-;22,47843492;-;24,82823433;-;36,05472783;-;39,97554247;-;38,06269093;-
CV - Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Construção;-;-;9,809849787;11,29175267;-;13,50015374;-;20,73220758;-;21,30497798;-;35,72882545;-;36,70491109;-
CV - Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;"Comércio; reparação de veículos automotores e motocicletas";-;-;6,385689341;6,479394062;-;10,34994363;-;13,34217571;-;15,38167503;-;16,96176384;-;20,63635782;-
CV - Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Transporte, armazenagem e correio;-;-;10,15324697;10,87490516;-;15,65971945;-;21,10637971;-;25,94308124;-;31,60370199;-;33,3043285;-
CV - Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Alojamento e alimentação;-;-;8,581271595;8,883529414;-;12,95794222;-;18,53351008;-;26,25199482;-;23,58053971;-;24,06107486;-
CV - Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas;-;-;10,46629942;10,82097119;-;15,11024311;-;17,73504143;-;22,08486117;-;21,34722901;-;24,42841461;-
CV - Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais;-;-;4,07764254;4,213312822;-;4,483341065;-;4,690138854;-;4,235195829;-;5,249672525;-;6,44938359;-
CV - Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Serviços domésticos;-;-;8,449508229;9,29257407;-;13,85667614;-;18,73170155;-;22,03445972;-;25,55649;-;29,11315095;-
CV - Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Outros serviços;-;-;9,620607421;10,37328461;-;16,39350525;-;25,34849485;-;26,87620809;-;29,44910005;-;43,98380739;-
CV - Distribuição das pessoas ocupadas afastadas do trabalho que tinham devido ao distanciamento social (%);Grande Região;Norte;Grupamentos de atividade;Outras atividades;-;-;8,058846784;11,24451628;-;12,20829293;-;14,72927246;-;16,9285503;-;20,27510335;-;20,94884636;-
Número médio de horas normalmente trabalhadas em todos os trabalhos;Grande Região;Norte;Sexo;Total;-;-;38,00040502;38,26426437;Estável;38,57940797;Queda;38,36729895;Aumento;38,36263443;Aumento;38,46758637;Estável;38,63281208;Estável
Número médio de horas normalmente trabalhadas em todos os trabalhos;Grande Região;Norte;Sexo;Homem;-;-;39,48454852;39,67619341;-;39,92258764;-;39,6490166;-;39,64174685;-;39,76407556;-;39,96606417;-
Número médio de horas normalmente trabalhadas em todos os trabalhos;Grande Região;Norte;Sexo;Mulher;-;-;35,60024908;35,92494191;-;36,2668179;-;36,17926489;-;36,18254544;-;36,26082223;-;36,37273042;-
CV - Número médio de horas normalmente trabalhadas em todos os trabalhos (%);Grande Região;Norte;Sexo;Total;-;-;0,489295203;0,435474965;-;0,434364484;-;0,414932661;-;0,40241371;-;0,389966055;-;0,386340025;-
CV - Número médio de horas normalmente trabalhadas em todos os trabalhos (%);Grande Região;Norte;Sexo;Homem;-;-;0,537816462;0,491643029;-;0,50129424;-;0,471349298;-;0,453437607;-;0,444882806;-;0,433922872;-
CV - Número médio de horas normalmente trabalhadas em todos os trabalhos (%);Grande Região;Norte;Sexo;Mulher;-;-;0,684192144;0,614710676;-;0,596301744;-;0,5941356;-;0,556067221;-;0,53665585;-;0,561666861;-
Número médio de horas efetivamente trabalhadas em todos os trabalhos;Grande Região;Norte;Sexo;Total;-;-;24,40732342;27,63029093;Aumento;30,83076338;Aumento;32,67695615;Aumento;33,72058698;Aumento;34,46388888;Aumento;34,91010752;Aumento
Número médio de horas efetivamente trabalhadas em todos os trabalhos;Grande Região;Norte;Sexo;Homem;-;-;27,43815466;30,58799313;-;33,54198429;-;34,93142543;-;35,74098927;-;36,39610432;-;36,87965735;-
Número médio de horas efetivamente trabalhadas em todos os trabalhos;Grande Região;Norte;Sexo;Mulher;-;-;19,50586502;22,72988944;-;26,16277835;-;28,82832726;-;30,27706105;-;31,17505024;-;31,5713965;-
CV - Número médio de horas efetivamente trabalhadas em todos os trabalhos (%);Grande Região;Norte;Sexo;Total;-;-;1,118557113;0,884903607;-;0,769233855;-;0,651052623;-;0,573972274;-;0,51960759;-;0,525244711;-
CV - Número médio de horas efetivamente trabalhadas em todos os trabalhos (%);Grande Região;Norte;Sexo;Homem;-;-;1,202622467;0,890339323;-;0,80966135;-;0,691529141;-;0,607152936;-;0,579170519;-;0,570664084;-
CV - Número médio de horas efetivamente trabalhadas em todos os trabalhos (%);Grande Região;Norte;Sexo;Mulher;-;-;1,773290631;1,465982951;-;1,30752943;-;1,073059994;-;0,957108519;-;0,845877534;-;0,872935184;-
Pessoas ocupadas e não afastadas do trabalho com horas normalmente trabalhadas menores que as efetivamente trabalhadas (mil pessoas);Grande Região;Norte;-;-;-;-;155,8977479;165,4464732;Estável;187,2466121;Estável;197,3271229;Estável;195,3921906;Estável;202,9940556;Estável;199,6660234;Estável
CV - Pessoas ocupadas e não afastadas do trabalho com horas normalmente trabalhadas menores que as efetivamente trabalhadas (%);Grande Região;Norte;-;-;-;-;7,571509191;7,237210506;-;7,549409524;-;6,770392315;-;6,769620806;-;6,706084696;-;6,594316871;-
Percentual de pessoas ocupadas e não afastadas do trabalho com horas normalmente trabalhadas menores que as efetivamente trabalhadas no total de pessoas ocupadas e não afastadas (%);Grande Região;Norte;-;-;-;-;3,403393897;3,274278354;Estável;3,495077026;Estável;3,441416543;Estável;3,282065619;Estável;3,351858016;Estável;3,259206339;Estável
CV - Percentual de pessoas ocupadas e não afastadas do trabalho com horas normalmente trabalhadas menores que as efetivamente trabalhadas no total de pessoas ocupadas e não afastadas (%);Grande Região;Norte;-;-;-;-;7,458271918;7,135258665;-;7,444691331;-;6,66222478;-;6,612258691;-;6,596349776;-;6,500393321;-
Pessoas ocupadas e não afastadas com horas normalmente trabalhadas maiores que as efetivamente trabalhadas (mil pessoas) ;Grande Região;Norte;-;-;-;-;1273,630843;1278,625004;Estável;1163,376454;Queda;1116,049291;Estável;1023,89378;Queda;952,9159354;Queda;931,5889127;Estável
CV - Pessoas ocupadas e não afastadas com horas normalmente trabalhadas maiores que as efetivamente trabalhadas (%) ;Grande Região;Norte;-;-;-;-;2,65912339;2,705155079;-;2,840964927;-;2,799506408;-;2,954822818;-;3,130109988;-;3,249983605;-
Percentual de pessoas ocupadas e não afastadas com horas normalmente trabalhadas maiores que as efetivamente trabalhadas no total de pessoas ocupadas e não afastadas (%);Grande Região;Norte;-;-;-;-;27,80455458;25,30470486;Queda;21,71516094;Queda;19,4640779;Queda;17,19867392;Queda;15,73464261;Queda;15,20659569;Estável
CV - Percentual de pessoas ocupadas e não afastadas com horas normalmente trabalhadas maiores que as efetivamente trabalhadas no total de pessoas ocupadas e não afastadas (%);Grande Região;Norte;-;-;-;-;2,49464579;2,447832606;-;2,696264311;-;2,694131286;-;2,871925808;-;3,03799936;-;3,191186708;-
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Sexo;Total;-;-;1848,676758;1856,826546;Estável;1870,050695;Estável;1865,351807;Estável;1814,008124;Estável;1816,744148;Estável;1790,619975;Estável
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Sexo;Homem;-;-;1933,528203;1925,924212;-;1935,237309;-;1934,7467;-;1862,552058;-;1884,083187;-;1858,627583;-
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Sexo;Mulher;-;-;1708,838701;1739,239871;-;1754,45375;-;1743,744006;-;1728,907267;-;1698,770691;-;1671,38063;-
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Cor ou raça;Total1;-;-;1848,676758;1856,826546;-;1870,050695;-;1865,351807;-;1814,008124;-;1816,744148;-;1790,619975;-
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Cor ou raça;Branca;-;-;2410,508875;2455,559072;-;2488,387308;-;2477,633551;-;2387,644539;-;2366,164368;-;2304,216145;-
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Cor ou raça;Preta ou parda;-;-;1689,925841;1703,247898;-;1716,03096;-;1695,553229;-;1664,548361;-;1673,806604;-;1659,133282;-
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Grupos de idade;Total;-;-;1848,676758;1856,826546;-;1870,050695;-;1865,351807;-;1814,008124;-;1816,744148;-;1790,619975;-
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Grupos de idade;14 a 29 anos;-;-;1333,650061;1329,986809;-;1343,875482;-;1331,302519;-;1285,299319;-;1285,372197;-;1272,488488;-
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Grupos de idade;30 a 49 anos;-;-;2026,633268;1987,013839;-;2011,677245;-;1992,377297;-;1951,29245;-;1947,575372;-;1910,528719;-
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Grupos de idade;50 a 59 anos;-;-;2053,851131;2251,649145;-;2235,061723;-;2262,833495;-;2178,771916;-;2186,252973;-;2197,626579;-
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Grupos de idade;60 anos ou mais;-;-;2302,593659;2325,785599;-;2242,710376;-;2328,749338;-;2289,092359;-;2284,70995;-;2227,954381;-
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Nível de instrução;Total;-;-;1848,676758;1856,826546;-;1870,050695;-;1865,351807;-;1814,008124;-;1816,744148;-;1790,619975;-
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;1134,106231;1117,195833;-;1136,208957;-;1163,016227;-;1127,845171;-;1146,845681;-;1139,593811;-
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Nível de instrução;Fundamental completo ao médio incompleto;-;-;1321,049727;1225,676567;-;1284,067282;-;1281,048977;-;1207,134077;-;1247,688888;-;1221,883953;-
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Nível de instrução;Médio completo ao superior incompleto;-;-;1607,553826;1617,224708;-;1639,81142;-;1601,668399;-;1584,110575;-;1588,93299;-;1575,974809;-
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Nível de instrução;Superior completo ou pós-graduação;-;-;3711,827208;3877,504824;-;3742,190398;-;3848,967618;-;3642,730571;-;3592,948145;-;3515,875344;-
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Posição na ocupação;Total;-;-;1848,676758;1856,826546;-;1870,050695;-;1865,351807;-;1814,008124;-;1816,744148;-;1790,619975;-
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Posição na ocupação;Empregado do setor privado;-;-;1673,592633;1680,425915;Estável;1663,418173;Estável;1644,750815;Estável;1629,159073;Estável;1609,862759;Estável;1587,936874;Estável
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Posição na ocupação;Trabalhador doméstico;-;-;839,2448342;790,8631282;Estável;815,3834197;Estável;780,6041681;Estável;791,9325179;Estável;816,9443723;Estável;790,7160257;Estável
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Posição na ocupação;Empregado no setor público (inclusive servidor estatutário e militar);-;-;3025,371039;3222,975887;Aumento;3193,220971;Estável;3160,913803;Estável;3097,981214;Estável;3077,325664;Estável;3050,395826;Estável
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Posição na ocupação;Empregador ;-;-;6765,979875;5595,608899;Estável;4527,981745;Estável;5220,811918;Estável;4521,1132;Estável;4722,847696;Estável;4814,648819;Estável
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Posição na ocupação;Conta-própria ;-;-;1279,049955;1280,569137;Estável;1345,386592;Aumento;1360,328034;Estável;1302,383757;Queda;1332,512135;Aumento;1319,206284;Estável
Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (R$);Grande Região;Norte;Posição na ocupação;Trabalhador familiar auxiliar ;-;-;846,9684671;982,8826069;Estável;661,4618336;Estável;874,5997847;Estável;1104,814076;-;1165,365146;-;640,1110055;-
CV - Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (%);Grande Região;Norte;Sexo;Total;-;-;2,21813104;2,140991632;-;1,853478406;-;2,263739943;-;1,884602188;-;1,939856904;-;1,805226451;-
CV - Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (%);Grande Região;Norte;Sexo;Homem;-;-;2,587236075;2,325124698;-;2,123177156;-;2,44173451;-;2,096409656;-;2,224580032;-;2,090548475;-
CV - Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (%);Grande Região;Norte;Sexo;Mulher;-;-;2,927499488;2,527134124;-;2,028715421;-;2,587807348;-;2,136549927;-;2,142825624;-;1,901391031;-
CV - Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (%);Grande Região;Norte;Cor ou raça;Total1;-;-;2,21813104;2,140991632;-;1,853478406;-;2,263739943;-;1,884602188;-;1,939856904;-;1,805226451;-
CV - Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (%);Grande Região;Norte;Cor ou raça;Branca;-;-;4,614171394;4,95552368;-;3,840520964;-;4,807261153;-;4,270778989;-;4,208407511;-;3,972358272;-
CV - Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (%);Grande Região;Norte;Cor ou raça;Preta ou parda;-;-;2,011674965;1,708463187;-;1,613679709;-;1,688880975;-;1,546118196;-;1,648154577;-;1,654803389;-
CV - Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (%);Grande Região;Norte;Grupos de idade;Total;-;-;2,21813104;2,140991632;-;1,853478406;-;2,263739943;-;1,884602188;-;1,939856904;-;1,805226451;-
CV - Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (%);Grande Região;Norte;Grupos de idade;14 a 29 anos;-;-;4,105202182;3,506154449;-;2,65074217;-;2,993799421;-;2,597271193;-;2,810278622;-;2,477032907;-
CV - Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (%);Grande Região;Norte;Grupos de idade;30 a 49 anos;-;-;2,772079073;2,220130283;-;2,134597099;-;2,416841198;-;2,055440516;-;2,044275581;-;1,997205531;-
CV - Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (%);Grande Região;Norte;Grupos de idade;50 a 59 anos;-;-;3,472997296;4,590713209;-;3,511637619;-;4,622369598;-;3,704833735;-;3,734829482;-;4,360237435;-
CV - Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (%);Grande Região;Norte;Grupos de idade;60 anos ou mais;-;-;6,153752519;10,25466835;-;6,224476948;-;10,71509039;-;7,899762644;-;8,294372288;-;6,804909172;-
CV - Rendimento médio real normalmente recebido de todos os trabalhos das pessoas ocupadas com rendimento do trabalho (%);Grande Região;Norte;Nível de instrução;Total;-;-;2,21813104;2,140991632;-;1,853478406;-;2,263739943;-;1,884602188;-;1,939856904;-;1,805226451;-
