indicador;nivel_territorial;abertura_territorial;var_de_abertura1;categoria_de_abertura1;var_de_abertura2;categoria_de_abertura2;maio;junho;maio_para_junho;julho;junho_para_julho;agosto;julho_para_agosto;setembro;agosto_para_setembro;outubro;setembro_para_outubro;novembro;outubro_para_novembro
CV - Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dificuldade para respirar (%);Grande Região;Norte;Cor ou Raça;Total4;-;-;0;0;-;0;-;0;-;0;-;0;-;0;-
CV - Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dificuldade para respirar (%);Grande Região;Norte;Cor ou Raça;Branca;-;-;11,75178022;14,81256063;-;24,74795487;-;13,83731821;-;23,68107924;-;22,74014208;-;37,53867663;-
CV - Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dificuldade para respirar (%);Grande Região;Norte;Cor ou Raça;Preta ou parda;-;-;2,286508499;3,782302338;-;4,50144235;-;5,104243302;-;5,778141461;-;6,81553087;-;3,757494261;-
Pessoas que apresentaram os sintomas de tosse, febre e dor no peito (mil pessoas);Grande Região;Norte;Sexo;Total;-;-;475,1802187;194,8118141;Queda;89,05318;Queda;84,84784895;Estável;41,75634159;Queda;49,43814849;Estável;29,73029678;Queda
Pessoas que apresentaram os sintomas de tosse, febre e dor no peito (mil pessoas);Grande Região;Norte;Sexo;Homem;-;-;229,7735661;93,10703159;-;35,96884831;-;36,93442128;-;20,52420266;-;20,09127646;-;18,53606243;-
Pessoas que apresentaram os sintomas de tosse, febre e dor no peito (mil pessoas);Grande Região;Norte;Sexo;Mulher;-;-;245,4066526;101,7047825;-;53,08433169;-;47,91342767;-;21,23213893;-;29,34687203;-;11,19423435;-
Pessoas que apresentaram os sintomas de tosse, febre e dor no peito (mil pessoas);Grande Região;Norte;Grupos de Idade 2;Total ;-;-;475,1802187;194,8118141;-;89,05318;-;84,84784895;-;41,75634159;-;49,43814849;-;29,73029678;-
Pessoas que apresentaram os sintomas de tosse, febre e dor no peito (mil pessoas);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;-;-;439,9646942;181,5912003;-;83,6651525;-;76,59732998;-;38,58228506;-;45,65226739;-;27,46293437;-
Pessoas que apresentaram os sintomas de tosse, febre e dor no peito (mil pessoas);Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;-;-;35,21552455;13,22061386;-;5,388027496;-;8,250518969;-;3,174056527;-;3,785881097;-;2,267362416;-
Pessoas que apresentaram os sintomas de tosse, febre e dor no peito (mil pessoas);Grande Região;Norte;Cor ou Raça;Total4;-;-;475,1802187;194,8118141;-;89,05318;-;84,84784895;-;41,75634159;-;49,43814849;-;29,73029678;-
Pessoas que apresentaram os sintomas de tosse, febre e dor no peito (mil pessoas);Grande Região;Norte;Cor ou Raça;Branca;-;-;71,60559175;29,97823648;-;14,73764297;-;19,68049236;-;7,965667432;-;10,00663181;-;2,148971119;-
Pessoas que apresentaram os sintomas de tosse, febre e dor no peito (mil pessoas);Grande Região;Norte;Cor ou Raça;Preta ou parda;-;-;393,0237814;160,3456055;-;72,5605282;-;62,99806594;-;33,16387654;-;38,14905592;-;27,28118056;-
CV - Pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%) ;Grande Região;Norte;Sexo;Total;-;-;6,161809009;9,301947206;-;12,44777247;-;10,96142903;-;15,91501326;-;14,75679891;-;17,56000666;-
CV - Pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%) ;Grande Região;Norte;Sexo;Homem;-;-;7,347461068;12,18520725;-;15,85110469;-;13,69758988;-;18,31976818;-;20,81742355;-;21,71772607;-
CV - Pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%) ;Grande Região;Norte;Sexo;Mulher;-;-;6,691639942;8,797005401;-;15,06590644;-;13,14512268;-;17,48460628;-;15,63031151;-;21,79045919;-
CV - Pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%) ;Grande Região;Norte;Grupos de Idade 2;Total ;-;-;6,161809009;9,301947206;-;12,44777247;-;10,96142903;-;15,91501326;-;14,75679891;-;17,56000666;-
CV - Pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%) ;Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;-;-;6,354929099;9,78765078;-;12,53030256;-;11,41226361;-;16,90779445;-;15,52738513;-;18,72016021;-
CV - Pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%) ;Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;-;-;14,25378225;22,14886735;-;29,94536028;-;28,52044313;-;33,86293814;-;30,78974342;-;35,73122795;-
CV - Pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%) ;Grande Região;Norte;Cor ou Raça;Total4;-;-;6,161809009;9,301947206;-;12,44777247;-;10,96142903;-;15,91501326;-;14,75679891;-;17,56000666;-
CV - Pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%) ;Grande Região;Norte;Cor ou Raça;Branca;-;-;13,67801465;16,35570638;-;31,20479273;-;19,9674079;-;27,33611947;-;29,29367561;-;45,64224459;-
CV - Pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%) ;Grande Região;Norte;Cor ou Raça;Preta ou parda;-;-;6,467086649;10,03186709;-;12,37069505;-;12,21266862;-;18,14845811;-;16,20440985;-;18,55854467;-
Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%);Grande Região;Norte;Sexo;Total;-;-;100;100;-;100;-;100;-;100;-;100;-;100;-
Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%);Grande Região;Norte;Sexo;Homem;-;-;48,35503606;47,79331891;-;40,39030196;-;43,53017989;-;49,15230089;-;40,63921703;-;62,34738444;-
Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%);Grande Região;Norte;Sexo;Mulher;-;-;51,64496394;52,20668109;-;59,60969804;-;56,46982011;-;50,84769911;-;59,36078297;-;37,65261556;-
Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%);Grande Região;Norte;Grupos de Idade 2;Total ;-;-;100;100;-;100;-;100;-;100;-;100;-;100;-
Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;-;-;92,58901714;93,21364881;-;93,94965177;-;90,2761012;-;92,398624;-;92,34218673;-;92,37356279;-
Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%);Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;-;-;7,410982857;6,786351188;-;6,050348225;-;9,723898803;-;7,601375997;-;7,657813274;-;7,626437207;-
Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%);Grande Região;Norte;Cor ou Raça;Total4;-;-;100;100;-;100;-;100;-;100;-;100;-;100;-
Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%);Grande Região;Norte;Cor ou Raça;Branca;-;-;15,06914407;15,38830518;-;16,54926075;-;23,19503984;-;19,07654533;-;20,24070907;-;7,22821953;-
Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%);Grande Região;Norte;Cor ou Raça;Preta ou parda;-;-;82,71046772;82,3079474;-;81,47999679;-;74,24827703;-;79,42237103;-;77,16521975;-;91,76222073;-
CV - Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%);Grande Região;Norte;Sexo;Total;-;-;0;0;-;0;-;0;-;0;-;0;-;0;-
CV - Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%);Grande Região;Norte;Sexo;Homem;-;-;3,468215747;5,208831849;-;10,9901031;-;8,755776869;-;8,332872173;-;12,28812926;-;9,967077779;-
CV - Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%);Grande Região;Norte;Sexo;Mulher;-;-;3,247280755;4,768496224;-;7,446667193;-;6,749455575;-;8,055031939;-;8,412624073;-;16,50406541;-
CV - Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%);Grande Região;Norte;Grupos de Idade 2;Total ;-;-;0;0;-;0;-;0;-;0;-;0;-;0;-
CV - Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;-;-;1,076615626;1,620344032;-;1,736375563;-;2,870887027;-;2,83969454;-;2,534661532;-;3,050783987;-
CV - Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%);Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;-;-;13,45068321;22,25616909;-;26,96239512;-;26,65314531;-;34,51794362;-;30,56436349;-;36,95195784;-
CV - Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%);Grande Região;Norte;Cor ou Raça;Total4;-;-;0;0;-;0;-;0;-;0;-;0;-;0;-
CV - Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%);Grande Região;Norte;Cor ou Raça;Branca;-;-;12,12852181;14,06918848;-;26,14077477;-;16,48782368;-;24,9971783;-;24,86041264;-;44,87942003;-
CV - Distribuição das pessoas que apresentaram os sintomas de tosse, febre e dor no peito (%);Grande Região;Norte;Cor ou Raça;Preta ou parda;-;-;2,285017606;2,835291494;-;5,260732171;-;5,326950996;-;6,147876343;-;6,814781128;-;3,661545939;-
Pessoas que apresentaram sintomas referenciados conjugados3 (mil pessoas);Grande Região;Norte;Sexo;Total;-;-;1432,918415;564,2579905;Queda;269,6362458;Queda;242,3889446;Estável;144,9960194;Queda;118,324557;Estável;92,04349758;Estável
Pessoas que apresentaram sintomas referenciados conjugados3 (mil pessoas);Grande Região;Norte;Sexo;Homem;-;-;648,9686683;255,7376895;-;117,4086396;-;102,4494586;-;62,9633521;-;53,20872361;-;44,36386172;-
Pessoas que apresentaram sintomas referenciados conjugados3 (mil pessoas);Grande Região;Norte;Sexo;Mulher;-;-;783,9497468;308,520301;-;152,2276062;-;139,9394859;-;82,0326673;-;65,11583338;-;47,67963586;-
Pessoas que apresentaram sintomas referenciados conjugados3 (mil pessoas);Grande Região;Norte;Grupos de Idade 2;Total ;-;-;1432,918415;564,2579905;-;269,6362458;-;242,3889446;-;144,9960194;-;118,324557;-;92,04349758;-
Pessoas que apresentaram sintomas referenciados conjugados3 (mil pessoas);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;-;-;1318,794639;521,3866951;-;249,2547902;-;222,7233567;-;131,8668428;-;107,9385222;-;86,45644601;-
Pessoas que apresentaram sintomas referenciados conjugados3 (mil pessoas);Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;-;-;114,123776;42,87129537;-;20,3814556;-;19,6655879;-;13,12917664;-;10,38603483;-;5,587051564;-
Pessoas que apresentaram sintomas referenciados conjugados3 (mil pessoas);Grande Região;Norte;Cor ou Raça;Total4;-;-;1432,918415;564,2579905;-;269,6362458;-;242,3889446;-;144,9960194;-;118,324557;-;92,04349758;-
Pessoas que apresentaram sintomas referenciados conjugados3 (mil pessoas);Grande Região;Norte;Cor ou Raça;Branca;-;-;231,1654914;93,38806445;-;38,62080455;-;58,56223694;-;31,85240919;-;24,1314049;-;12,30282058;-
Pessoas que apresentaram sintomas referenciados conjugados3 (mil pessoas);Grande Região;Norte;Cor ou Raça;Preta ou parda;-;-;1167,019321;460,5149947;-;225,1666061;-;179,0925701;-;111,8383216;-;91,68085353;-;78,75734955;-
Pessoas que apresentaram sintomas referenciados conjugados3 (mil pessoas);Grande Região;Norte;Nível de instrução;Total;-;-;1432,918415;564,2579905;-;269,6362458;-;242,3889446;-;144,9960194;-;118,324557;-;92,04349758;-
Pessoas que apresentaram sintomas referenciados conjugados3 (mil pessoas);Grande Região;Norte;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;472,288318;194,7854638;-;98,61754476;-;77,31244903;-;47,42834363;-;41,29300221;-;28,67250255;-
Pessoas que apresentaram sintomas referenciados conjugados3 (mil pessoas);Grande Região;Norte;Nível de instrução;Fundamental completo ao médio incompleto;-;-;259,8170929;101,0411487;-;48,57551427;-;49,85346194;-;31,11144256;-;20,25759297;-;16,42900022;-
Pessoas que apresentaram sintomas referenciados conjugados3 (mil pessoas);Grande Região;Norte;Nível de instrução;Médio completo ao superior incompleto;-;-;556,36938;211,0752441;-;95,09274648;-;86,94719494;-;48,71052736;-;39,92211665;-;34,80180258;-
Pessoas que apresentaram sintomas referenciados conjugados3 (mil pessoas);Grande Região;Norte;Nível de instrução;Superior completo ou pós-graduação;-;-;144,4436242;57,35613386;-;27,35044027;-;28,27583866;-;17,74570584;-;16,85184517;-;12,14019222;-
CV - Pessoas que apresentaram sintomas referenciados conjugados3 (%) ;Grande Região;Norte;Sexo;Total;-;-;4,32688404;5,67319877;-;7,46629932;-;7,71373059;-;10,48681167;-;9,551805443;-;9,765486725;-
CV - Pessoas que apresentaram sintomas referenciados conjugados3 (%) ;Grande Região;Norte;Sexo;Homem;-;-;4,763511313;7,054705486;-;9,373043677;-;9,219096196;-;13,41280664;-;12,48111247;-;12,77830086;-
CV - Pessoas que apresentaram sintomas referenciados conjugados3 (%) ;Grande Região;Norte;Sexo;Mulher;-;-;4,739437783;5,63488771;-;8,330450167;-;8,883685504;-;11,0728575;-;10,76422375;-;11,50381409;-
CV - Pessoas que apresentaram sintomas referenciados conjugados3 (%) ;Grande Região;Norte;Grupos de Idade 2;Total ;-;-;4,32688404;5,67319877;-;7,46629932;-;7,71373059;-;10,48681167;-;9,551805443;-;9,765486725;-
CV - Pessoas que apresentaram sintomas referenciados conjugados3 (%) ;Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;-;-;4,403741737;5,913146051;-;7,853040552;-;8,0397511;-;10,61040133;-;10,05757534;-;10,1448704;-
CV - Pessoas que apresentaram sintomas referenciados conjugados3 (%) ;Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;-;-;9,363715148;13,14494413;-;14,54920129;-;17,1461187;-;19,76973264;-;20,60188359;-;25,04239147;-
CV - Pessoas que apresentaram sintomas referenciados conjugados3 (%) ;Grande Região;Norte;Cor ou Raça;Total4;-;-;4,32688404;5,67319877;-;7,46629932;-;7,71373059;-;10,48681167;-;9,551805443;-;9,765486725;-
CV - Pessoas que apresentaram sintomas referenciados conjugados3 (%) ;Grande Região;Norte;Cor ou Raça;Branca;-;-;7,576073042;11,8080309;-;15,66470608;-;14,77599371;-;17,70251484;-;18,18701971;-;19,06906785;-
CV - Pessoas que apresentaram sintomas referenciados conjugados3 (%) ;Grande Região;Norte;Cor ou Raça;Preta ou parda;-;-;4,799827565;6,031533842;-;7,905569853;-;7,854166608;-;11,4025425;-;10,82419773;-;10,58506338;-
CV - Pessoas que apresentaram sintomas referenciados conjugados3 (%) ;Grande Região;Norte;Nível de instrução;Total;-;-;4,32688404;5,67319877;-;7,46629932;-;7,71373059;-;10,48681167;-;9,551805443;-;9,765486725;-
CV - Pessoas que apresentaram sintomas referenciados conjugados3 (%) ;Grande Região;Norte;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;7,852576858;8,477520268;-;12,05739511;-;11,65099598;-;20,42815307;-;15,05137133;-;16,4816864;-
CV - Pessoas que apresentaram sintomas referenciados conjugados3 (%) ;Grande Região;Norte;Nível de instrução;Fundamental completo ao médio incompleto;-;-;7,267927853;11,34310182;-;12,96744284;-;14,34938411;-;17,75781328;-;23,06020364;-;22,41216163;-
CV - Pessoas que apresentaram sintomas referenciados conjugados3 (%) ;Grande Região;Norte;Nível de instrução;Médio completo ao superior incompleto;-;-;5,128076235;7,024479345;-;9,759832621;-;11,46456474;-;12,29939377;-;15,61841191;-;13,70277351;-
CV - Pessoas que apresentaram sintomas referenciados conjugados3 (%) ;Grande Região;Norte;Nível de instrução;Superior completo ou pós-graduação;-;-;8,867413413;10,83000234;-;15,40214462;-;15,46433953;-;19,04891792;-;19,16821678;-;21,22733965;-
Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Sexo;Total;-;-;100;100;-;100;-;100;-;100;-;100;-;100;-
Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Sexo;Homem;-;-;45,28999428;45,32282994;-;43,54334458;-;42,26655586;-;43,42419355;-;44,96845368;-;48,19880044;-
Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Sexo;Mulher;-;-;54,71000572;54,67717006;-;56,45665542;-;57,73344414;-;56,57580645;-;55,03154632;-;51,80119956;-
Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Grupos de Idade 2;Total ;-;-;100;100;-;100;-;100;-;100;-;100;-;100;-
Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;-;-;92,03557056;92,40218196;-;92,44112915;-;91,88676368;-;90,94514684;-;91,22241816;-;93,92998777;-
Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;-;-;7,964429436;7,597818035;-;7,558870854;-;8,113236325;-;9,054853159;-;8,777581844;-;6,070012235;-
Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Cor ou Raça;Total4;-;-;100;100;-;100;-;100;-;100;-;100;-;100;-
Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Cor ou Raça;Branca;-;-;16,13249499;16,55059672;-;14,32329858;-;24,16044059;-;21,96778182;-;20,3942491;-;13,36631148;-
Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Cor ou Raça;Preta ou parda;-;-;81,44352875;81,61426201;-;83,50754382;-;73,8864433;-;77,13199446;-;77,48252422;-;85,56535945;-
Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Nível de instrução;Total;-;-;100;100;-;100;-;100;-;100;-;100;-;100;-
Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;32,95988892;34,52063897;-;36,57429085;-;31,8960294;-;32,71010048;-;34,89808308;-;31,15103544;-
Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Nível de instrução;Fundamental completo ao médio incompleto;-;-;18,13202274;17,90690613;-;18,01520197;-;20,56754776;-;21,45675632;-;17,1203624;-;17,84916985;-
Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Nível de instrução;Médio completo ao superior incompleto;-;-;38,82770814;37,40757733;-;35,26704884;-;35,87094085;-;33,5943894;-;33,73950232;-;37,81016964;-
Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Nível de instrução;Superior completo ou pós-graduação;-;-;10,0803802;10,16487756;-;10,14345834;-;11,66548199;-;12,2387538;-;14,2420522;-;13,18962506;-
CV - Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Sexo;Total;-;-;0;0;-;0;-;0;-;0;-;0;-;0;-
CV - Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Sexo;Homem;-;-;2,154871506;3,05425882;-;5,302791015;-;5,479924329;-;6,991198025;-;7,21848306;-;7,467759014;-
CV - Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Sexo;Mulher;-;-;1,78384405;2,531726733;-;4,0898855;-;4,011843242;-;5,366024016;-;5,89850809;-;6,948430337;-
CV - Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Grupos de Idade 2;Total ;-;-;0;0;-;0;-;0;-;0;-;0;-;0;-
CV - Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;-;-;0,727121033;1,04385439;-;1,188123602;-;1,447924099;-;1,663800895;-;1,91956761;-;1,595111595;-
CV - Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;-;-;8,40248504;12,69501623;-;14,53014471;-;16,39851894;-;16,71088576;-;19,9494123;-;24,68344491;-
CV - Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Cor ou Raça;Total4;-;-;0;0;-;0;-;0;-;0;-;0;-;0;-
CV - Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Cor ou Raça;Branca;-;-;7,100992409;10,23359903;-;14,05602962;-;10,97649057;-;14,36077824;-;16,2871672;-;17,75311734;-
CV - Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Cor ou Raça;Preta ou parda;-;-;1,498111381;2,151076352;-;2,457459918;-;3,60456971;-;4,114661031;-;4,348373142;-;2,890752935;-
CV - Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Nível de instrução;Total;-;-;0;0;-;0;-;0;-;0;-;0;-;0;-
CV - Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;5,3444656;5,423137158;-;7,714795359;-;9,337666622;-;14,3859433;-;11,42514204;-;12,35010089;-
CV - Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Nível de instrução;Fundamental completo ao médio incompleto;-;-;6,03628593;8,954674946;-;11,15619686;-;11,15185946;-;15,14558009;-;19,87953963;-;19,00207016;-
CV - Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Nível de instrução;Médio completo ao superior incompleto;-;-;3,82157562;5,179039787;-;7,097687761;-;7,787938211;-;10,11154884;-;12,3825619;-;11,01651703;-
CV - Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Grande Região;Norte;Nível de instrução;Superior completo ou pós-graduação;-;-;8,697311027;10,63628145;-;15,19478338;-;14,94193036;-;17,65724197;-;18,46319088;-;19,75804519;-
Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%);Grande Região;Norte;Sexo;Total;-;-;7,312793127;2,851143818;Queda;1,274631698;Queda;1,118198255;Estável;0,70267745;Queda;0,453946461;Queda;0,39056732;Estável
Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%);Grande Região;Norte;Sexo;Homem;-;-;6,53395731;2,598294932;-;1,110673811;-;0,945367563;-;0,588290719;-;0,405031252;-;0,354718355;-
Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%);Grande Região;Norte;Sexo;Mulher;-;-;8,099333716;3,106474689;-;1,440186225;-;1,292697125;-;0,818158433;-;0,50332562;-;0,426753218;-
Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%);Grande Região;Norte;Grupos de Idade 2;Total ;-;-;7,312793127;2,851143818;-;1,274631698;-;1,118198255;-;0,70267745;-;0,453946461;-;0,39056732;-
Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;-;-;7,391003791;2,890701963;-;1,289612395;-;1,121866425;-;0,696500745;-;0,442468866;-;0,401226489;-
Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%);Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;-;-;6,501063291;2,441664505;-;1,119968116;-;1,080433089;-;0,7660922;-;0,571469039;-;0,281725778;-
Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%);Grande Região;Norte;Cor ou Raça;Total4;-;-;7,312793127;2,851143818;-;1,274631698;-;1,118198255;-;0,70267745;-;0,453946461;-;0,39056732;-
Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%);Grande Região;Norte;Cor ou Raça;Branca;-;-;5,692876797;2,194311939;-;1,002960498;-;1,24906256;-;0,790437248;-;0,406256339;-;0,257535855;-
Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%);Grande Região;Norte;Cor ou Raça;Preta ou parda;-;-;7,667753091;3,021314483;-;1,333532888;-;1,076077979;-;0,687852397;-;0,458344009;-;0,426617551;-
Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%);Grande Região;Norte;Nível de instrução;Total;-;-;7,312793127;2,851143818;-;1,274631698;-;1,118198255;-;0,70267745;-;0,453946461;-;0,39056732;-
Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%);Grande Região;Norte;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;5,215775514;2,088202592;-;1,035742991;-;0,701227781;-;0,491543231;-;0,348479779;-;0,246579288;-
Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%);Grande Região;Norte;Nível de instrução;Fundamental completo ao médio incompleto;-;-;8,186465698;3,299571758;-;1,349358635;-;1,547055243;-;0,975701121;-;0,527972183;-;0,448610246;-
Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%);Grande Região;Norte;Nível de instrução;Médio completo ao superior incompleto;-;-;9,998683496;3,764718265;-;1,552312343;-;1,485382982;-;0,808328868;-;0,452186867;-;0,525508855;-
Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%);Grande Região;Norte;Nível de instrução;Superior completo ou pós-graduação;-;-;8,017975153;3,110565228;-;1,501053801;-;1,336487789;-;0,96678841;-;0,877318077;-;0,604220031;-
CV – Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%) ;Grande Região;Norte;Sexo;Total;-;-;4,519824829;6,042882977;-;8,004923225;-;8,46345916;-;11,33563491;-;11,04845827;-;10,81925061;-
CV – Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%) ;Grande Região;Norte;Sexo;Homem;-;-;5,054390041;7,423397561;-;10,08436954;-;10,19114643;-;14,9418463;-;14,22653109;-;14,88285664;-
CV – Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%) ;Grande Região;Norte;Sexo;Mulher;-;-;4,891736401;6,006564082;-;8,521894683;-;9,707942502;-;11,8290251;-;12,58210288;-;13,0191115;-
CV – Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%) ;Grande Região;Norte;Grupos de Idade 2;Total ;-;-;4,519824829;6,042882977;-;8,004923225;-;8,46345916;-;11,33563491;-;11,04845827;-;10,81925061;-
CV – Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%) ;Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;-;-;4,58790792;6,299973879;-;8,383638156;-;8,864704207;-;11,4845148;-;11,79981911;-;11,30269458;-
CV – Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%) ;Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;-;-;9,984085026;13,81392173;-;15,65158922;-;18,35125246;-;20,25327847;-;22,06536717;-;27,50649877;-
CV – Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%) ;Grande Região;Norte;Cor ou Raça;Total4;-;-;4,519824829;6,042882977;-;8,004923225;-;8,46345916;-;11,33563491;-;11,04845827;-;10,81925061;-
CV – Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%) ;Grande Região;Norte;Cor ou Raça;Branca;-;-;7,410686042;12,60243949;-;16,03948044;-;17,13016071;-;17,71854274;-;22,84589655;-;20,61919248;-
CV – Percentual de pessoas que apresentaram o sintoma de perda de cheiro ou de sabor no total da população (%) ;Grande Região;Norte;Cor ou Raça;Preta ou parda;-;-;4,875825882;6,326757592;-;8,580491542;-;8,667096905;-;12,4860448;-;12,36818809;-;11,76904066;-
